seqnames	start	end	width	strand	ratio	read.corrected
16	320000	324999	5000	*	0.888747460638867	0.888747460638867
16	325000	329999	5000	*	0.950353109705488	0.950353109705488
16	330000	334999	5000	*	0.98556017145549	0.98556017145549
16	335000	339999	5000	*	0.88403345577209	0.88403345577209
16	340000	344999	5000	*	0.905198894793634	0.905198894793634
16	345000	349999	5000	*	0.940210486884637	0.940210486884637
16	350000	354999	5000	*	0.931840573495221	0.931840573495221
16	355000	359999	5000	*	0.879832341129431	0.879832341129431
16	360000	364999	5000	*	0.926749397690854	0.926749397690854
16	365000	369999	5000	*	0.967661515097615	0.967661515097615
16	370000	374999	5000	*	0.913290164302418	0.913290164302418
16	375000	379999	5000	*	0.870855679313566	0.870855679313566
